,省份,城市,注册资本,公司名称,公司简称,邮箱列表,电话列表,标签
20091,河北省,保定市,有限责任公司分公司（非自然人投资或控股的法人独资）,<em>河北</em>高速燕赵驿行集团有限公司<em>雄县</em>停车区,高速燕赵,1349683989@qq.com,"['15383818241', '0312-8751190', '18830172520']",河北雄县图书
20091,河北省,保定市,有限责任公司分公司（非自然人投资或控股的法人独资）,<em>河北</em>高速燕赵驿行集团有限公司<em>雄县</em>停车区,高速燕赵,305339564@qq.com,"['15383818241', '0312-8751190', '18830172520']",河北雄县图书
20099,河北省,保定市,300万人民币,<em>雄县</em>优布文化传播有限公司,优布文化,437519181@qq.com,['18932689601'],河北雄县音乐
20102,河北省,保定市,其他有限责任公司分公司,中国电信股份有限公司<em>雄县</em>将台路营业厅,中国电信,jiangd1@chinatelecom.cn,"['0312-5309017', '0312-5566904']",河北雄县音乐
20102,河北省,保定市,其他有限责任公司分公司,中国电信股份有限公司<em>雄县</em>将台路营业厅,中国电信,liyulinhb.he@chinatelecom.cn,"['0312-5309017', '0312-5566904']",河北雄县音乐
20104,河北省,保定市,其他有限责任公司分公司,中国电信股份有限公司<em>雄县</em>分公司涞济路营业厅,中国电信,jiangd1@chinatelecom.cn,['0312-5309017'],河北雄县音乐
20113,河北省,保定市,30万人民币,<em>雄县</em>伊悦餐饮服务有限公司,伊悦餐饮,1075824662@qq.com,['16633326982'],河北雄县舞蹈
20132,河北省,保定市,1000万人民币,雄安斧劈皴拍卖有限公司,雄安斧劈,shoucangjia@vip.163.com,"['15603128188', '0312-5566866']",河北雄县艺术
20180,河北省,保定市,200万人民币,<em>河北</em>省<em>雄县</em>文昌<em>教育</em>发展基金会,文昌教育,wenchangjj@163.com,['0312-5819532'],河北雄县教育
20184,河北省,保定市,300万人民币,<em>河北</em>雄安新笋<em>教育</em>科技有限公司,雄安新笋,644446@qq.com,"['18953353030', '15830236777']",河北雄县教育
20186,河北省,保定市,300万人民币,青也<em>教育</em>科技（<em>河北</em>雄安）有限公司,也教育,493926981@qq.com,['15383717888'],河北雄县教育
20227,河北省,保定市,300万人民币,<em>河北</em>雄安鲁班汇人力资源有限公司,雄安鲁班,lubanhui2020@163.com,['13930450260'],河北安新县考试
20227,河北省,保定市,300万人民币,<em>河北</em>雄安鲁班汇人力资源有限公司,雄安鲁班,10304228782@qq.com,['13930450260'],河北安新县考试
20227,河北省,保定市,300万人民币,<em>河北</em>雄安鲁班汇人力资源有限公司,雄安鲁班,1030422878@qq.com,['13930450260'],河北安新县考试
20229,河北省,保定市,300万人民币,<em>河北</em>雄安铭格人力资源服务有限公司,雄安铭格,448063237@qq.com,['13833244111'],河北安新县考试
20233,河北省,保定市,100万人民币,保定冀雄旧机动车交易有限公司,冀雄旧,1961956666@qq.com,"['13290621359', '18231212666', '13722954268']",河北安新县考试
20259,河北省,保定市,300万人民币,<em>河北</em>雄安阅心<em>图书</em>销售有限公司,雄安阅心,249442343@qq.com,"['15176206581', '15176279051']",河北安新县图书
20313,河北省,石家庄市,10万人民币,辛集市金色年华艺术培训有限公司,金色年华,16617984@qq.com,['15231111119'],河北安新县舞蹈
20331,河北省,保定市,10000万人民币,<em>河北</em>雄安牡丹苑科技有限公司,雄安牡丹,550706557@qq.com,['18210437376'],河北安新县艺术
20335,河北省,保定市,30万人民币,<em>安新县</em>德志文化艺术<em>培训</em>学校有限公司,德志文化,15010206518@139.com,"['15010206518', '15600788111']",河北安新县培训
20335,河北省,保定市,30万人民币,<em>安新县</em>德志文化艺术<em>培训</em>学校有限公司,德志文化,bj_ddyz@163.com,"['15010206518', '15600788111']",河北安新县培训
20336,河北省,保定市,500万人民币,<em>安新县</em>泽航机动车驾驶员<em>培训</em>有限公司,泽航,644082840@qq.com,"['0312-5292678', '15033816668', '0132-7100007']",河北安新县培训
20343,河北省,保定市,300万人民币,<em>安新县</em>天食职业<em>培训</em>学校有限公司,天食,787715028@qq.com,['15530233821'],河北安新县培训
20344,河北省,保定市,3705.41万人民币,国网<em>河北安新县</em>供电有限责任公司,国网河北,yangfangyaoyao@163.com,['0312-5133028'],河北安新县培训
20381,河北省,保定市,30万人民币,<em>河北</em>雄安华普亿方<em>教育</em>科技有限公司,雄安华普,wangweijia@hopefound.cn,"['0312-5308892', '0312-4078088', '15102327634']",河北安新县教育
20381,河北省,保定市,30万人民币,<em>河北</em>雄安华普亿方<em>教育</em>科技有限公司,雄安华普,tianjiao@hopefound.cn,"['0312-5308892', '0312-4078088', '15102327634']",河北安新县教育
20381,河北省,保定市,30万人民币,<em>河北</em>雄安华普亿方<em>教育</em>科技有限公司,雄安华普,544597872@qq.com,"['0312-5308892', '0312-4078088', '15102327634']",河北安新县教育
20422,河北省,保定市,10万人民币,保定玛顿人力资源服务有限公司,玛顿,591878487@qq.com,['19801525999'],河北蠡县考试
20447,河北省,保定市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>蠡县</em>分公司,中国邮政,1832932549@qq.com,"['0312-8757306', '0311-8757306', '0312-8787306']",河北蠡县图书
20447,河北省,保定市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>蠡县</em>分公司,中国邮政,953620371@qq.com,"['0312-8757306', '0311-8757306', '0312-8787306']",河北蠡县图书
20449,河北省,保定市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>蠡县</em>留史支局,中国邮政,1832932549@qq.com,"['0312-8757326', '0312-8757306']",河北蠡县图书
20449,河北省,保定市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>蠡县</em>留史支局,中国邮政,953620371@qq.com,"['0312-8757326', '0312-8757306']",河北蠡县图书
20451,河北省,保定市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>蠡县</em>桑园邮政所,中国邮政,1832932549@qq.com,['0312-8757306'],河北蠡县图书
20456,河北省,保定市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>蠡县</em>林堡邮政所,中国邮政,1832932549@qq.com,['0312-8757306'],河北蠡县图书
20457,河北省,保定市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>蠡县</em>百尺支局,中国邮政,1832932549@qq.com,"['0312-8757325', '0312-8757306', '0312-8757312']",河北蠡县图书
20457,河北省,保定市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>蠡县</em>百尺支局,中国邮政,953620371@qq.com,"['0312-8757325', '0312-8757306', '0312-8757312']",河北蠡县图书
20458,河北省,保定市,100万人民币,<em>蠡县</em>煜达瑞业文化传媒有限公司,煜达瑞业,2242347985@qq.com,"['13331246999', '15200088153']",河北蠡县图书
20488,河北省,保定市,300万人民币,<em>蠡县</em>名度网络科技有限公司,名度,603222727@qq.com,['18631220922'],河北蠡县艺术
20492,河北省,保定市,30万人民币,<em>蠡县</em>乔乔艺术<em>培训</em>学校有限公司,乔乔艺术,1941407966@qq.com,['15203327777'],河北蠡县培训
20496,河北省,保定市,300万人民币,<em>蠡县</em>龙腾机动车驾驶员<em>培训</em>学校,龙腾,652154@qq.com,"['17692292888', '13931369212', '13833220315']",河北蠡县培训
20508,河北省,保定市,100万人民币,<em>蠡县</em>乘帆机动车驾驶员<em>培训</em>有限公司,乘帆,abc867869557@qq.com,['0312-6333118'],河北蠡县培训
20510,山东省,滨州市,2000万人民币,滨州市职建建筑工程有限公司,职建,604500197@qq.com,"['18954330999', '13105433326', '15154333222', '13505433181']",河北蠡县中专
20510,山东省,滨州市,2000万人民币,滨州市职建建筑工程有限公司,职建,wdcqzby@6327375.com,"['18954330999', '13105433326', '15154333222', '13505433181']",河北蠡县中专
20510,山东省,滨州市,2000万人民币,滨州市职建建筑工程有限公司,职建,wdcqzby6327375@163.com,"['18954330999', '13105433326', '15154333222', '13505433181']",河北蠡县中专
20514,北京市,北京市,3000万人民币,北京科复时代科技有限公司,科复时代,980170145@qq.com,"['18583776066', '17611618701', '13552179137', '18676689858']",河北蠡县中专
20514,北京市,北京市,3000万人民币,北京科复时代科技有限公司,科复时代,4902167@qq.com,"['18583776066', '17611618701', '13552179137', '18676689858']",河北蠡县中专
20514,北京市,北京市,3000万人民币,北京科复时代科技有限公司,科复时代,tianjing.bao@nsrtimes.com,"['18583776066', '17611618701', '13552179137', '18676689858']",河北蠡县中专
20514,北京市,北京市,3000万人民币,北京科复时代科技有限公司,科复时代,1273473092@qq.com,"['18583776066', '17611618701', '13552179137', '18676689858']",河北蠡县中专
20515,河南省,焦作市,102320.3749万人民币,中原大地传媒股份有限公司,大地传媒,ddcm000719@126.com,"['0371-87528527', '0371-87528528']",河北蠡县中专
20516,云南省,曲靖市,1000万人民币,曲靖市麒麟职业教育开发有限公司,麒麟职业,340311910@qq.com,"['18687770500', '13769802697', '0874-3227053', '13988990579', '0874-3285615']",河北蠡县中专
20517,四川省,成都市,600万人民币,四川全盛人才服务有限责任公司,全盛人才,524680614@qq.com,"['028-86122060', '028-86120302']",河北蠡县中专
20517,四川省,成都市,600万人民币,四川全盛人才服务有限责任公司,全盛人才,1577899367@qq.com,"['028-86122060', '028-86120302']",河北蠡县中专
20517,四川省,成都市,600万人民币,四川全盛人才服务有限责任公司,全盛人才,1225695645@qq.com,"['028-86122060', '028-86120302']",河北蠡县中专
20517,四川省,成都市,600万人民币,四川全盛人才服务有限责任公司,全盛人才,1429588417@qq.com,"['028-86122060', '028-86120302']",河北蠡县中专
20541,河北省,保定市,30万人民币,<em>蠡县</em>博文<em>教育</em>咨询有限公司,博文教育,2907109549@qq.com,"['15832290111', '13566987541', '13914725836']",河北蠡县教育
20571,河北省,保定市,500万人民币,<em>河北</em>砺兵教育咨询有限公司,砺兵教育,1083811101@qq.com,['15231222271'],河北满城区辅导
20572,河北省,保定市,100万人民币,涞源县国业中小企业创业<em>辅导</em>基地管理有限责任公司,国业,157447997@qq.com,"['15831241555', '13699289895', '13600289895']",河北满城区辅导
20573,河北省,保定市,100万人民币,保定市瀚润教育科技有限公司,瀚润教育,760045274@qq.com,['15732254321'],河北满城区辅导
20575,河北省,保定市,300万人民币,保定冀雄体能拓展训练服务有限公司,冀雄体能,18532226660@163.com,"['13131287658', '18532226660']",河北满城区辅导
20578,河北省,保定市,50万人民币,保定磅礴网络科技有限公司,磅礴,767245268@qq.com,"['15081293944', '19306799750']",河北满城区辅导
20611,河北省,保定市,有限责任公司分公司（非自然人投资或控股的法人独资）,保定市新华<em>书店</em>有限责任公司<em>满城区</em>华庭书咖分公司,新华书店,bdxhb@163.com,"['0312-3053170', '0312-3012912']",河北满城区书店
20611,河北省,保定市,有限责任公司分公司（非自然人投资或控股的法人独资）,保定市新华<em>书店</em>有限责任公司<em>满城区</em>华庭书咖分公司,新华书店,1459016285@qq.com,"['0312-3053170', '0312-3012912']",河北满城区书店
20613,河北省,保定市,有限责任公司分公司（非自然人投资或控股的法人独资）,<em>河北</em>省禄发实业集团有限公司<em>满城</em>服务区,禄发,lfgsmcfwq@126.com,"['0312-7022820', '0312-7022807', '13503123168', '0312-6797169', '0312-6797179']",河北满城区图书
20622,河北省,保定市,3000万人民币,<em>河北</em>冀康电气设备科技有限公司,冀康,hbjkdqkj@163.com,"['15373126513', '15373126913', '0312-7132713', '0312-7132563', '15128228222', '0312-7182198']",河北满城区图书
20622,河北省,保定市,3000万人民币,<em>河北</em>冀康电气设备科技有限公司,冀康,2485677391@qq.com,"['15373126513', '15373126913', '0312-7132713', '0312-7132563', '15128228222', '0312-7182198']",河北满城区图书
20622,河北省,保定市,3000万人民币,<em>河北</em>冀康电气设备科技有限公司,冀康,9879528749@qq.com,"['15373126513', '15373126913', '0312-7132713', '0312-7132563', '15128228222', '0312-7182198']",河北满城区图书
20622,河北省,保定市,3000万人民币,<em>河北</em>冀康电气设备科技有限公司,冀康,zwt13483273646@163.com,"['15373126513', '15373126913', '0312-7132713', '0312-7132563', '15128228222', '0312-7182198']",河北满城区图书
20629,河北省,保定市,有限责任公司分公司(自然人投资或控股的法人独资),保定市新华书店有限责任公司<em>满城</em>分公司,新华书店,mcxhsd7071564@163.com,"['0312-7071564', '0312-7132266']",河北满城区图书
20638,河北省,保定市,50万人民币,保定市<em>满城区</em>星途教育培训学校有限公司,星途教育,xtjypxxx@126.com,"['13630860893', '15176364133', '0312-7531891']",河北满城区音乐
